rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
95-6	mikið af hlutum	ýmislegt ,	wording	6-1	texti024-2006.xml	style	wording
95-6	mikið af hlutum	ýmislegt ,	missing-comma	6-2	texti024-2006.xml	orthography	punctuation
95-7	önnur	annað	agreement-concord	NA	texti024-2006.xml	grammar	agreement
95-8	oooojjjjjjj	NA	extra-word	NA	texti024-2006.xml	vocabulary	insertion
95-9	nú ekki mjög fallega sjón	ófögru sýn	extra-word	9-1	texti024-2006.xml	vocabulary	insertion
95-9	nú ekki mjög fallega sjón	ófögru sýn	wording	9-2	texti024-2006.xml	style	wording
95-10	Aserbaídsjan	Aserbaísjan	extra-letter	NA	texti024-2006.xml	orthography	typo
95-11	komin	kominn	n4nn	11-1	texti024-2006.xml	orthography	spelling
95-11	komin	kominn	agreement-pred	11-1	texti024-2006.xml	grammar	agreement
95-12	þá	NA	extra-word	NA	texti024-2006.xml	vocabulary	insertion
95-13	á	hann ætti	missing-sub	13-1	texti024-2006.xml	grammar	syntax
95-13	á	hann ætti	ind4sub	13-2	texti024-2006.xml	grammar	mood
95-13	á	hann ætti	pres4past	13-2	texti024-2006.xml	grammar	tense
95-14	Aserbaídsjan .	í Aserbaísjan ?	missing-prep	14-1	texti024-2006.xml	grammar	prep
95-14	Aserbaídsjan .	í Aserbaísjan ?	extra-letter	14-2	texti024-2006.xml	orthography	typo
95-14	Aserbaídsjan .	í Aserbaísjan ?	period4qm	14-3	texti024-2006.xml	orthography	punctuation
95-15	googla það	leita að því á Google	wording	NA	texti024-2006.xml	style	wording
95-16	googla	leita	fw4ice	NA	texti024-2006.xml	style	style
95-17	ekkerrt	ekkert	extra-letter	17-1	texti024-2006.xml	orthography	typo
95-17	ekkerrt	ekkert	nonword	17-1	texti024-2006.xml	orthography	nonword
95-18	googlaði	las	fw4ice	NA	texti024-2006.xml	style	style
95-19	Aserbaídsjan	Aserbaísjan	extra-letter	NA	texti024-2006.xml	orthography	typo
95-20	Einu fólkinn	Eina fólkið	agreement-concord	20-1	texti024-2006.xml	grammar	agreement
95-20	Einu fólkinn	Eina fólkið	nonword	20-2	texti024-2006.xml	orthography	nonword
95-21	koma	fer	wording	NA	texti024-2006.xml	style	wording
95-22	leiðast ógeðslega mikið	drepleiðist	wording	NA	texti024-2006.xml	style	wording
95-23	NA	,	missing-comma	NA	texti024-2006.xml	orthography	punctuation
95-23b	er	var	pres4past	NA	texti024-2006.xml	grammar	tense
95-24	Bikini eyju	Bikini-rifi	missing-hyphen	24-1	texti024-2006.xml	orthography	spacing
95-24	Bikini eyju	Bikini-rifi	wording	24-1	texti024-2006.xml	style	wording
95-25	Ha djók	Djók ,	extra-word	25-1	texti024-2006.xml	vocabulary	insertion
95-25	Ha djók	Djók ,	missing-comma	25-1	texti024-2006.xml	orthography	punctuation
95-26	helvítis bandaríkjamenn	. Bandaríkjamenn	missing-period	26-1	texti024-2006.xml	orthography	punctuation
95-26	helvítis bandaríkjamenn	. Bandaríkjamenn	extra-word	26-2	texti024-2006.xml	vocabulary	insertion
95-26	helvítis bandaríkjamenn	. Bandaríkjamenn	taboo-word	26-2	texti024-2006.xml	style	style
95-27	upp	NA	extra-word	NA	texti024-2006.xml	vocabulary	insertion
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	wording	28-1	texti024-2006.xml	style	wording
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	agreement-concord	28-1	texti024-2006.xml	grammar	agreement
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	extra-letter	28-2	texti024-2006.xml	orthography	typo
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	extra-letter	28-2	texti024-2006.xml	orthography	typo
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	nominal-inflection	28-2	texti024-2006.xml	grammar	inflection
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	case-prep	28-2	texti024-2006.xml	grammar	case
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	def4ind	28-2	texti024-2006.xml	grammar	definitiveness
95-28	annari heimstyrjaröldinni	seinni heimsstyrjöld	nonword	28-2	texti024-2006.xml	orthography	nonword
95-29	einhverstaðar	einhvers staðar	merged-words	29-1	texti024-2006.xml	orthography	spacing
95-29	einhverstaðar	einhvers staðar	missing-letter	29-1	texti024-2006.xml	orthography	typo
95-29	einhverstaðar	einhvers staðar	nonword	29-1	texti024-2006.xml	orthography	nonword
95-30	NA	,	missing-commas	30-1	texti024-2006.xml	orthography	punctuation
95-31	NA	,	dep	30-1	texti024-2006.xml	other	miscellaneous
95-32	staðin fyrir venjulega stafi	stað venjulegra stafa	n4nn	32-1	texti024-2006.xml	orthography	spelling
95-32	staðin fyrir venjulega stafi	stað venjulegra stafa	def4ind	32-1	texti024-2006.xml	grammar	definitiveness
95-32	staðin fyrir venjulega stafi	stað venjulegra stafa	wording	32-2	texti024-2006.xml	style	wording
95-33	endir	NA	extra-word	NA	texti024-2006.xml	vocabulary	insertion
96-1	óskar	Óskar	lower4upper-proper	NA	texti025-2006.xml	orthography	capitalization
96-2	já	. Já ,	missing-period	2-1	texti025-2006.xml	orthography	punctuation
96-2	já	. Já ,	missing-comma	2-2	texti025-2006.xml	orthography	punctuation
96-3	ljót	ljótt	agreement-pred	NA	texti025-2006.xml	grammar	agreement
96-4	alveg helling	hellingur	extra-word	4-1	texti025-2006.xml	vocabulary	insertion
96-4	alveg helling	hellingur	nominal-inflection	4-2	texti025-2006.xml	grammar	inflection
96-5	ég hringdi í	NA	extra-words	NA	texti025-2006.xml	vocabulary	insertion
96-6	nyrðri	, niðri	missing-comma	6-1	texti025-2006.xml	orthography	punctuation
96-6	nyrðri	, niðri	extra-letter	6-2	texti025-2006.xml	orthography	typo
96-6	nyrðri	, niðri	y4i	6-2	texti025-2006.xml	orthography	spelling
96-6	nyrðri	, niðri	nonword	6-2	texti025-2006.xml	orthography	nonword
96-7	NA	í	missing-prep	NA	texti025-2006.xml	grammar	prep
96-8	allskonar svona vinnu dót	alls konar vinnutæki	merged-words	8-1	texti025-2006.xml	orthography	spacing
96-8	allskonar svona vinnu dót	alls konar vinnutæki	nonword	8-1	texti025-2006.xml	orthography	nonword
96-8	allskonar svona vinnu dót	alls konar vinnutæki	extra-word	8-2	texti025-2006.xml	vocabulary	insertion
96-8	allskonar svona vinnu dót	alls konar vinnutæki	split-compound	8-3	texti025-2006.xml	orthography	spacing
96-8	allskonar svona vinnu dót	alls konar vinnutæki	wording	8-3	texti025-2006.xml	style	wording
96-9	flísa lím	flísalím	split-compound	NA	texti025-2006.xml	orthography	spacing
96-10	alveg	alla leið	wording	NA	texti025-2006.xml	style	wording
96-11	Reikjarvikur	Reykjavíkur	i4y	11-1	texti025-2006.xml	orthography	spelling
96-11	Reikjarvikur	Reykjavíkur	extra-letter	11-1	texti025-2006.xml	orthography	typo
96-11	Reikjarvikur	Reykjavíkur	missing-accent	11-1	texti025-2006.xml	orthography	typo
96-11	Reikjarvikur	Reykjavíkur	name-error	11-1	texti025-2006.xml	orthography	spelling
96-11	Reikjarvikur	Reykjavíkur	nonword	11-1	texti025-2006.xml	orthography	nonword
96-12	NA	að	missing-word	NA	texti025-2006.xml	vocabulary	omission
96-13	Og fyrir	Fyrir	extra-conjunction	13-1	texti025-2006.xml	orthography	punctuation
96-13	Og fyrir	Fyrir	period-plus-conjunction	13-1	texti025-2006.xml	orthography	punctuation
96-14	þá	NA	extra-word	NA	texti025-2006.xml	vocabulary	insertion
96-15	bróðir	bróður	nominal-inflection	15-1	texti025-2006.xml	grammar	inflection
96-15	bróðir	bróður	case-verb	15-1	texti025-2006.xml	grammar	case
96-16	við	NA	extra-sub	NA	texti025-2006.xml	grammar	syntax
96-17	svona	NA	extra-word	NA	texti025-2006.xml	vocabulary	insertion
96-18	hann	. Hann	missing-period	NA	texti025-2006.xml	orthography	punctuation
96-19	týpa	manngerð	fw4ice	NA	texti025-2006.xml	style	style
96-20	NA	;	missing-semicolon	NA	texti025-2006.xml	orthography	punctuation
96-21	. Og	og	extra-period	21-1	texti025-2006.xml	orthography	punctuation
96-21	. Og	og	period-plus-conjunction	21-1	texti025-2006.xml	orthography	punctuation
96-22	þessu	því	wording	NA	texti025-2006.xml	style	wording
96-23	litlir	of ungir	wording	NA	texti025-2006.xml	style	wording
96-24	skiptum um	fórum í aðra	wording	NA	texti025-2006.xml	style	wording
97-1	4 fólk	fjórar manneskjur	number4word	1-1	texti052-2007.xml	style	numbers
97-1	4 fólk	fjórar manneskjur	context	1-2	texti052-2007.xml	vocabulary	lexical
97-2	rannsökuleit um leðurblökur	rannsóknarleiðangur	nonword	2-1	texti052-2007.xml	orthography	nonword
97-2	rannsökuleit um leðurblökur	rannsóknarleiðangur	extra-prep	2-2	texti052-2007.xml	grammar	prep
97-2	rannsökuleit um leðurblökur	rannsóknarleiðangur	extra-word	2-3	texti052-2007.xml	vocabulary	insertion
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	merged-words	3-1	texti052-2007.xml	orthography	spacing
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	nonword	3-1	texti052-2007.xml	orthography	nonword
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	def4ind	3-2	texti052-2007.xml	grammar	definitiveness
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	ind4sub	3-3	texti052-2007.xml	grammar	mood
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	wording	3-4	texti052-2007.xml	style	wording
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	wrong-prep	3-5	texti052-2007.xml	grammar	prep
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	collocation	3-5	texti052-2007.xml	vocabulary	collocation
97-3	afhverju leðurblökurnar voru sökin af covid	af hverju leðurblökur væru orsökin fyrir COVID	lower4upper-acro	3-6	texti052-2007.xml	orthography	capitalization
97-4	Þeir	Þær	agreement-pro	4-1	texti052-2007.xml	grammar	agreement
97-5	búnir	búnar	dep	4-1	texti052-2007.xml	other	miscellaneous
97-6	NA	þetta	missing-obj	NA	texti052-2007.xml	grammar	syntax
97-7	. Fyrr	fyrr	extra-period	NA	texti052-2007.xml	orthography	punctuation
97-7b	NA	,	missing-commas	7b-1	texti052-2007.xml	orthography	punctuation
97-8	rannsökumennunum	rannsóknarmönnunum ,	nonword	NA	texti052-2007.xml	orthography	nonword
97-8	rannsökumennunum	rannsóknarmönnunum ,	dep	7b-1	texti052-2007.xml	other	miscellaneous
97-9	inn	inni	dir4loc	NA	texti052-2007.xml	coherence	reference
97-10	var eitthvað sem	NA	extra-fin-verb	10-1	texti052-2007.xml	grammar	syntax
97-10	var eitthvað sem	NA	extra-word	10-2	texti052-2007.xml	vocabulary	insertion
97-10	var eitthvað sem	NA	extra-conjunction	10-3	texti052-2007.xml	orthography	punctuation
97-11	þeir fóru	. Hópurinn fór	missing-period	11-1	texti052-2007.xml	orthography	punctuation
97-11	þeir fóru	. Hópurinn fór	pro4noun	11-2	texti052-2007.xml	coherence	pro
97-12	hana	leðurblökuna	pro4noun	NA	texti052-2007.xml	coherence	pro
97-13	fundu	fann	dep	11-2	texti052-2007.xml	other	miscellaneous
97-14	var	væri	ind4sub	NA	texti052-2007.xml	grammar	mood
97-15	kóronuveirunni	kórónuveirunni	missing-accent	15-1	texti052-2007.xml	orthography	typo
97-15	kóronuveirunni	kórónuveirunni	nonword	15-1	texti052-2007.xml	orthography	nonword
97-16	frá	af	wrong-prep	NA	texti052-2007.xml	grammar	prep
97-17	NA	í hópnum	missing-prep	17-1	texti052-2007.xml	grammar	prep
97-17	NA	í hópnum	missing-word	17-2	texti052-2007.xml	vocabulary	omission
97-18	úr þessari	vegna þessarar	wrong-prep	NA	texti052-2007.xml	grammar	prep
97-19	viss	vissir	agreement-pred	NA	texti052-2007.xml	grammar	agreement
97-20	sú	þá	agreement-concord	NA	texti052-2007.xml	grammar	agreement
97-21	byrji	byrjaði	pres4past	NA	texti052-2007.xml	grammar	tense
97-22	, hinir	. Hinir	comma4period	NA	texti052-2007.xml	orthography	punctuation
97-23	hann	. Hann	missing-period	NA	texti052-2007.xml	orthography	punctuation
97-24	rannskagallann	rannsóknargallann	missing-letters	24-1	texti052-2007.xml	orthography	typo
97-24	rannskagallann	rannsóknargallann	nonword	24-1	texti052-2007.xml	orthography	nonword
97-25	með hanskana síðan	setti á sig hanska . Síðan	missing-fin-verb	25-1	texti052-2007.xml	grammar	syntax
97-25	með hanskana síðan	setti á sig hanska . Síðan	wrong-prep	25-2	texti052-2007.xml	grammar	prep
97-25	með hanskana síðan	setti á sig hanska . Síðan	def4ind	25-3	texti052-2007.xml	grammar	definitiveness
97-25	með hanskana síðan	setti á sig hanska . Síðan	missing-period	25-4	texti052-2007.xml	orthography	punctuation
97-26	að	NA	extra-conjunction	NA	texti052-2007.xml	orthography	punctuation
97-27	búin	búinn	agreement-pred	NA	texti052-2007.xml	grammar	agreement
97-28	NA	hana	missing-obj	NA	texti052-2007.xml	grammar	syntax
97-28b	að	NA	extra-conjunction	NA	texti052-2007.xml	orthography	punctuation
97-29	NA	á sér	missing-prep	29-1	texti052-2007.xml	grammar	prep
97-29	NA	á sér	missing-word	29-2	texti052-2007.xml	vocabulary	omission
97-30	hann	NA	extra-sub	NA	texti052-2007.xml	grammar	syntax
97-31	NA	og	missing-conjunction	NA	texti052-2007.xml	orthography	punctuation
97-32	þeir	. Þeir	missing-period	NA	texti052-2007.xml	orthography	punctuation
97-33	var	væri	ind4sub-verb	NA	texti052-2007.xml	grammar	mood
97-34	NA	út	missing-prep	NA	texti052-2007.xml	grammar	prep
97-35	Apótekið	apótek	upper4lower-common	36-1	texti052-2007.xml	orthography	capitalization
97-35	Apótekið	apótek	def4ind	36-1	texti052-2007.xml	grammar	definitiveness
97-36	allir	. Allir	missing-period	NA	texti052-2007.xml	orthography	punctuation
97-37	Apótekinu	apótekinu	upper4lower-common	NA	texti052-2007.xml	orthography	capitalization
97-38	einnig	NA	extra-word	NA	texti052-2007.xml	vocabulary	insertion
97-39	Þeir	. Sjúkraflutningamennirnir	missing-period	39-1	texti052-2007.xml	orthography	punctuation
97-39	Þeir	. Sjúkraflutningamennirnir	pro4noun	39-2	texti052-2007.xml	coherence	pro
97-40	á	NA	extra-prep	NA	texti052-2007.xml	grammar	prep
97-41	NA	tali	missing-word	NA	texti052-2007.xml	vocabulary	omission
97-42	spurningar , það	spurninga . Það	singular4plural	NA	texti052-2007.xml	vocabulary	semantic
97-42	spurningar , það	spurninga . Það	comma4period	NA	texti052-2007.xml	orthography	punctuation
97-42b	með veirunni	veiruna með	wording	NA	texti052-2007.xml	style	wording
97-42c	rauða	rauðu	agreement-concord	NA	texti052-2007.xml	grammar	agreement
97-43	NA	og veiran kynnt	missing-conjunction	43-1	texti052-2007.xml	orthography	punctuation
97-43	NA	og veiran kynnt	wording	43-2	texti052-2007.xml	style	wording
97-43	NA	og veiran kynnt	nominal-inflection	43-2	texti052-2007.xml	grammar	inflection
97-43	NA	og veiran kynnt	missing-fin-verb	43-3	texti052-2007.xml	grammar	syntax
97-44	veiru	NA	dep	43-2	texti052-2007.xml	other	miscellaneous
97-45	Covid	COVID	lower4upper-acro	NA	texti052-2007.xml	orthography	capitalization
97-46	allir landsbúar voru	. Allir landsmenn urðu	missing-period	46-1	texti052-2007.xml	orthography	punctuation
97-46	allir landsbúar voru	. Allir landsmenn urðu	wording	46-2	texti052-2007.xml	style	wording
97-46	allir landsbúar voru	. Allir landsmenn urðu	aux	46-3	texti052-2007.xml	vocabulary	aux
97-47	mikið hatur	mikla hatursorðræðu yfir sig	wording	NA	texti052-2007.xml	style	wording
97-48	Þessi veira	Veiran	extra-dem-pro	48-1	texti052-2007.xml	grammar	definitiveness
97-48	Þessi veira	Veiran	ind4def	48-2	texti052-2007.xml	grammar	definitiveness
97-49	NA	til	missing-word	NA	texti052-2007.xml	vocabulary	omission
97-50	3	þrjú	number4word	NA	texti052-2007.xml	style	numbers
97-51	að Ágúst	hann	extra-conjunction	51-1	texti052-2007.xml	orthography	punctuation
97-51	að Ágúst	hann	noun4pro	51-2	texti052-2007.xml	coherence	pro
97-52	kominn með leið	búinn að jafna sig	wording	NA	texti052-2007.xml	style	wording
97-53	þessu hatri	umræðunni	wording	NA	texti052-2007.xml	style	wording
97-54	það	. Það	missing-period	NA	texti052-2007.xml	orthography	punctuation
97-55	allt	NA	extra-word	NA	texti052-2007.xml	vocabulary	insertion
97-56	mikla ást frá	mikið þakklæti á	wording	56-1	texti052-2007.xml	style	wording
97-56	mikla ást frá	mikið þakklæti á	wrong-prep	56-2	texti052-2007.xml	grammar	prep
98-1	góðann	góðan	nn4n	NA	texti053-2007.xml	orthography	spelling
98-2	2020	ársins2020	missing-word	NA	texti053-2007.xml	vocabulary	omission
98-3	voru með	bundu	wording	3-1	texti053-2007.xml	style	wording
98-4	um	við	dep	3-1	texti053-2007.xml	other	miscellaneous
98-5	vera	verða	aux	NA	texti053-2007.xml	vocabulary	aux
98-6	NA	vegna veiru	wording	6-1	texti053-2007.xml	style	wording
98-7	var veira	væri	dep	6-1	texti053-2007.xml	other	miscellaneous
98-8	sem	og	conjunction	NA	texti053-2007.xml	grammar	conjunction
98-9	þeirra	fólks	pro4noun	NA	texti053-2007.xml	coherence	pro
98-10	fólkið	fólk	def4ind	NA	texti053-2007.xml	grammar	definitiveness
98-11	hrædd	hrætt	agreement-pred	NA	texti053-2007.xml	grammar	agreement
98-12	héldu	hélt	agreement	NA	texti053-2007.xml	grammar	agreement
98-13	þeirra	þess	agreement-pro	NA	texti053-2007.xml	grammar	agreement
98-14	var	byrjaði	wording	NA	texti053-2007.xml	style	wording
98-15	NA	fór	missing-fin-verb	NA	texti053-2007.xml	grammar	syntax
98-16	byrjaði	hefði orðið til	wording	NA	texti053-2007.xml	style	wording
98-17	voru	reyndu	cont4simple	17-1	texti053-2007.xml	grammar	aspect
98-18	að reyna	NA	dep	17-1	texti053-2007.xml	other	miscellaneous
98-19	NA	fyrir því	missing-prep	19-1	texti053-2007.xml	grammar	prep
98-19	NA	fyrir því	missing-word	19-2	texti053-2007.xml	vocabulary	omission
98-20	NA	í sér	missing-prep	20-1	texti053-2007.xml	grammar	prep
98-20	NA	í sér	missing-word	20-2	texti053-2007.xml	vocabulary	omission
98-21	2	tveggja	number4word	NA	texti053-2007.xml	style	numbers
98-22	þurfa	þurftu	pres4past	NA	texti053-2007.xml	grammar	tense
98-23	fara	fóru	pres4past	NA	texti053-2007.xml	grammar	tense
98-24	lifa drauma sumrinu sínu	upplifa draumasumarið sitt	wording	24-1	texti053-2007.xml	style	wording
98-24	lifa drauma sumrinu sínu	upplifa draumasumarið sitt	split-compound	24-2	texti053-2007.xml	orthography	spacing
98-25	NA	er	missing-fin-verb	NA	texti053-2007.xml	grammar	syntax
98-26	NA	-faraldurinn	missing-word	NA	texti053-2007.xml	vocabulary	omission
98-27	lækka ,	klárast ;	wording	NA	texti053-2007.xml	style	wording
98-27	lækka ,	klárast ;	comma4semicolon	NA	texti053-2007.xml	orthography	punctuation
98-28	NA	manna	missing-word	NA	texti053-2007.xml	vocabulary	omission
98-29	búnir	búnar	agreement-pred	NA	texti053-2007.xml	grammar	agreement
99-2	Upp áhalds	Uppáhalds	split-compound	NA	texti119-2006.xml	orthography	spacing
99-3	kjúklinga súpa	kjúklingasúpa	split-compound	NA	texti119-2006.xml	orthography	spacing
99-4	hreifa	hreyfa	i4y	NA	texti119-2006.xml	orthography	spelling
99-5	fótbollta	fótbolta	extra-letter	5-1	texti119-2006.xml	orthography	typo
99-5	fótbollta	fótbolta	pronun-writing	5-1	texti119-2006.xml	orthography	spelling
99-5	fótbollta	fótbolta	nonword	5-1	texti119-2006.xml	orthography	nonword
